symbol,year,quarter,transcript_dt,report_timing,market_cap,composite,n_priors,level_z,drift_z,signal_blend,entry_date,entry_price,ret_open+30m,ret_open+60m,ret_open+120m,ret_close,ret_t1_close
TASK,2025,4,2026-02-25T00:00:00,BMO,965126932.0,0.214666,12,1.5261,0.1135,0.1489,2026-02-26,11.0,-0.030909,-0.036364,-0.005455,-0.030909,-0.033636
TASK,2026,1,2026-05-06T00:00:00,BMO,606495570.0,0.184084,12,-0.2107,-1.8545,-1.141,2026-05-07,6.78,-0.126844,-0.091445,-0.067847,-0.060472,-0.048673
TBBB,2025,4,2026-03-12T00:00:00,BMO,3665059472.0,0.126777,7,-0.3055,-0.2692,-0.1306,2026-03-13,32.5,0.017538,0.041538,0.028923,0.018462,0.034769
TBBB,2026,1,2026-05-07T00:00:00,BMO,4505497959.0,0.151535,8,0.6972,0.148,0.1492,2026-05-08,38.5,-0.004935,-0.005195,-0.02,-0.010909,-0.052727
T,2025,4,2026-01-28T00:00:00,BMO,168377737520.0,0.357041,12,2.7293,0.6511,0.5482,2026-01-29,24.44,0.017185,0.012275,0.020049,0.027414,0.072831
TCBX,2025,4,2026-01-22T00:00:00,BMO,626526330.0,0.163983,11,0.9071,-0.1269,-0.0251,2026-01-23,42.26,-0.012778,-0.02248,-0.025556,-0.043067,-0.060814
TBLA,2025,4,2026-02-25T00:00:00,BMO,919398118.0,0.154595,12,-0.5645,-0.987,-0.5875,2026-02-26,2.96,0.037162,0.037162,0.027027,0.030405,0.070946
TBLA,2026,1,2026-05-06T00:00:00,BMO,1340662676.0,0.139675,12,-1.0448,-0.5092,-0.2821,2026-05-07,4.58,0.034934,0.078603,0.100437,0.135371,0.146288
TAP,2025,4,2026-02-18T00:00:00,BMO,9914982000.0,0.16308,12,-1.3548,0.1417,0.1492,2026-02-19,47.61,0.017643,0.017433,-0.00168,0.015753,0.047259
TAP,2026,1,2026-04-30T00:00:00,BMO,8073586000.0,0.169897,12,-1.0557,0.9316,0.665,2026-05-01,42.47,-0.008241,-0.000471,-0.000942,-0.00777,-0.040499
TCELL.IS,2025,4,2026-03-05T00:00:00,BMO,238682517500.0,0.294753,12,2.4658,1.2656,0.9258,2026-03-06,110.5,-0.002715,0.00362,-0.009955,-0.025339,-0.036199
TCNNF,2025,4,2026-02-26T00:00:00,BMO,1251536988.0,0.242679,12,0.186,0.2006,0.2153,2026-02-27,6.405,-0.007026,-0.008587,-0.016393,-0.002342,-0.063232
TCL-A.TO,2025,4,2025-12-11T00:00:00,BMO,1972960000.0,0.084487,12,-1.699,-1.8425,-1.1681,2025-12-12,23.6,-0.002119,0.0,0.001271,-0.004661,-0.030085
TCMD,2026,1,2026-05-04T00:00:00,BMO,506044418.0,0.211883,12,0.5454,-0.4351,-0.2087,2026-05-05,21.7,0.080184,0.069124,0.076959,0.110599,0.167281
TCEHY,2026,1,2026-05-13T00:00:00,BMO,551916300000.0,0.189203,12,-1.146,-1.8793,-1.1553,2026-05-14,59.28,-0.005904,-0.000506,-0.000506,-0.008097,-0.009953
TCBI,2025,4,2026-01-22T00:00:00,BMO,4603045394.0,0.171562,12,0.2483,-0.1384,-0.0299,2026-01-23,101.53,-0.00394,-0.006648,-0.016892,-0.04442,-0.038018
TCBI,2026,1,2026-04-23T00:00:00,BMO,4663374823.0,0.193352,12,0.7897,0.2713,0.244,2026-04-24,102.61,-0.019491,-0.025631,-0.026216,-0.034012,-0.022902
TBBK,2025,4,2026-01-30T00:00:00,BMO,2582360041.0,0.118502,12,0.475,2.4757,1.6507,2026-02-02,59.09,-0.0066,0.014554,0.043747,0.062447,0.025554
TCW.TO,2025,4,2026-02-20T00:00:00,BMO,1372727320.0,0.118149,12,-0.8883,-0.3258,-0.1704,2026-02-23,6.6,0.0,0.00303,-0.00303,-0.007576,0.010606
TCOM,2025,4,2026-02-25T00:00:00,BMO,35196166230.0,0.319903,12,1.2089,0.6412,0.5287,2026-02-26,52.005,-0.003942,0.008749,0.007595,0.005096,0.012018
TDOC,2025,4,2026-02-26T00:00:00,BMO,942785185.0,0.165278,12,0.1534,-0.8946,-0.5236,2026-02-27,5.21,0.001919,0.015355,0.017274,0.007678,-0.009597
TD.TO,2025,4,2025-12-04T00:00:00,BMO,203936838000.0,0.349693,12,2.5601,1.7743,1.2757,2025-12-05,120.79,0.006292,0.005878,0.006706,0.011342,0.011259
TD.TO,2026,1,2026-02-26T00:00:00,BMO,227075741999.0,0.388784,12,2.8213,1.1966,0.9139,2026-02-27,134.23,-0.004991,-0.011845,-0.002607,-0.010951,0.001117
TDC,2025,4,2026-02-10T00:00:00,BMO,2718390000.0,0.199663,12,0.3123,0.1711,0.1811,2026-02-11,38.68,0.039814,0.007756,-0.078852,-0.021458,-0.133661
TDC,2026,1,2026-05-05T00:00:00,BMO,2797440000.0,0.215684,12,1.1606,0.8006,0.5959,2026-05-06,27.75,0.044685,0.052613,0.05009,0.091532,0.067027
TDG,2026,1,2026-02-03T00:00:00,BMO,75772326000.0,0.144218,12,0.8619,0.8028,0.5723,2026-02-04,1282.23,-0.024769,-0.009733,-0.008493,-0.013898,-0.015192
TDUP,2026,1,2026-05-04T00:00:00,BMO,558009670.0,0.1811,12,0.5403,-0.1905,-0.0604,2026-05-05,4.69,-0.008529,0.01919,0.029851,0.06823,0.074627
TDAY,2025,4,2026-02-26T00:00:00,BMO,917708800.0,0.279783,12,0.7592,2.0944,1.4593,2026-02-27,6.3,-0.031746,-0.020635,-0.009524,-0.053968,-0.055556
TE,2025,4,2026-03-31T00:00:00,BMO,762279600.0,0.208676,12,-0.106,0.3946,0.3295,2026-04-01,4.54,0.026432,0.017621,-0.024229,-0.015419,-0.079295
TDS,2025,4,2026-02-20T00:00:00,BMO,5197797430.0,0.178959,12,1.1863,0.3318,0.2783,2026-02-23,44.85,-0.020067,-0.02408,-0.027871,-0.024972,-0.00825
TDS,2026,1,2026-05-08T00:00:00,BMO,5333222490.0,0.202902,12,2.7756,1.2107,0.858,2026-05-11,46.37,-0.025879,-0.02782,-0.039896,-0.065775,-0.077852
TEAM,2026,3,2026-04-30T00:00:00,BMO,17899589281.0,0.208956,12,2.7653,2.1317,1.4588,2026-05-01,83.17,0.031742,0.00505,0.018276,0.068534,0.120476
TDW,2026,1,2026-05-05T00:00:00,BMO,4215560890.0,0.111297,12,-0.4287,-0.0858,-0.0168,2026-05-06,81.88,-0.005862,-0.018442,0.003664,-0.00232,-0.04873
TECH,2026,2,2026-02-04T00:00:00,BMO,10688622840.0,0.185529,12,0.4778,0.0899,0.1234,2026-02-05,68.3,-0.002928,-0.018594,-0.019619,-0.035432,-0.022401
TECH,2026,3,2026-05-06T00:00:00,BMO,7390887129.0,0.14775,12,-0.2547,-0.3536,-0.1781,2026-05-07,47.19,0.03772,0.035601,0.026065,0.07883,0.024158
TDY,2025,4,2026-01-21T00:00:00,BMO,29348488000.0,0.160223,12,0.4834,-2.1669,-1.3524,2026-01-22,629.61,-0.002335,0.000635,-0.014263,-0.013437,-0.029828
TEM,2025,4,2026-02-24T00:00:00,BMO,10366096000.0,0.124639,5,0.2089,0.0246,0.0596,2026-02-25,57.18,-0.019237,-0.0383,-0.057887,-0.060336,-0.030255
TEM,2026,1,2026-05-05T00:00:00,BMO,9672041600.0,0.119872,6,-0.1051,-0.0226,0.0272,2026-05-06,50.82,-0.013774,0.005116,-0.004526,0.052538,-0.027351
TECK,2026,1,2026-04-23T00:00:00,BMO,29718900000.0,0.186033,12,0.6219,-1.3005,-0.7802,2026-04-24,60.84,-0.008547,0.001972,-0.00641,-0.010848,-0.009698
TEMN.SW,2025,4,2026-02-24T00:00:00,BMO,4324250834.0,0.189615,12,1.2197,0.4102,0.333,2026-02-25,68.1,-0.005874,-0.011747,-0.001468,0.034508,0.027166
TEMN.SW,2026,1,2026-04-21T00:00:00,BMO,5183038967.0,0.175136,12,0.8324,-0.8756,-0.5079,2026-04-22,80.35,0.006845,0.00809,0.016801,-0.003111,-0.073429
TEL,2026,1,2026-01-21T00:00:00,BMO,67683000000.0,0.199173,12,3.3236,1.786,1.2306,2026-01-22,234.32,0.006316,0.000768,-0.000811,-0.012632,-0.044981
TEL,2026,2,2026-04-22T00:00:00,BMO,64764720000.0,0.182485,12,1.5973,-0.1831,-0.0551,2026-04-23,218.55,-0.002883,-0.001418,0.006269,-0.00366,-0.017753
TEL2-B.ST,2025,4,2026-01-28T00:00:00,BMO,110240497761.0,0.148234,12,1.4101,2.6758,1.7911,2026-01-29,155.75,-0.000642,0.002889,0.024398,0.035313,0.047833
TEL2-B.ST,2026,1,2026-04-22T00:00:00,BMO,131747454530.0,0.110572,12,-0.0097,0.0319,0.0594,2026-04-23,188.45,-0.002123,0.006368,0.007164,0.006102,0.003715
TEL.OL,2025,4,2026-02-06T00:00:00,BMO,237348000000.0,0.101608,12,-0.5839,0.0293,0.0546,2026-02-09,173.0,0.001156,0.0,-0.000578,0.000578,0.000578
TEP.PA,2025,4,2026-02-26T00:00:00,BMO,3111947240.0,0.118296,12,0.5032,-0.8854,-0.5341,2026-02-27,49.6,0.044758,0.054435,0.032661,0.040726,0.021774
TENB,2026,1,2026-04-29T00:00:00,BMO,2488308590.0,0.161094,12,-0.6801,-0.9283,-0.547,2026-04-30,20.33,0.020167,0.009838,0.010821,0.029513,0.043286
TELNY,2025,4,2026-02-06T00:00:00,BMO,24519352256.0,0.101608,12,-0.5839,0.0293,0.0546,2026-02-09,18.05,-0.00277,0.006648,0.006925,0.011634,0.009972
TEN,2025,4,2026-03-06T00:00:00,BMO,1041513204.0,0.178482,12,0.4574,1.1816,0.8305,2026-03-09,35.48,0.020011,0.032694,0.054961,0.045941,0.06398
TEN,2026,1,2026-05-21T00:00:00,BMO,1332837185.0,0.122076,12,-1.694,-2.1456,-1.3519,2026-05-22,45.38,-0.041428,-0.064566,-0.05509,-0.06104,-0.075143
TEN.MI,2025,4,2026-02-19T00:00:00,BMO,23567220600.0,0.140473,12,0.3853,0.5438,0.4027,2026-02-20,22.26,0.005391,0.001348,-0.002246,0.005391,0.022462
TFG.L,2025,4,2026-03-06T00:00:00,BMO,1355970067.0,0.079377,12,-0.9341,-1.1784,-0.7382,2026-03-09,14.25,0.0,0.0,0.0,0.0,0.003509
TFPM,2026,1,2026-05-06T00:00:00,BMO,6752899319.0,0.227665,12,1.3401,0.6691,0.5146,2026-05-07,33.57,-0.007745,0.00417,-0.012213,-0.03515,-0.006256
TER,2025,4,2026-02-03T00:00:00,BMO,44260901800.0,0.157238,12,1.3246,0.648,0.4763,2026-02-04,281.0,0.006512,-0.019751,-0.029359,-0.041673,-0.034982
TER,2026,1,2026-04-29T00:00:00,BMO,47913075300.0,0.145976,12,0.8601,-0.0164,0.0405,2026-04-30,326.54,0.065872,0.064188,0.074141,0.051908,0.057604
TFIN,2026,1,2026-04-22T00:00:00,BMO,1496681248.0,0.076633,12,-0.3612,-3.4358,-2.2065,2026-04-23,64.72,0.047744,0.05377,0.050062,0.038937,0.04419
TGA.JO,2025,4,2026-03-23T00:00:00,BMO,20539038132.0,0.138846,8,0.5147,0.5229,0.3885,2026-03-24,16248.0,-0.025357,-0.019018,-0.031388,0.016064,-0.068101
TEVA,2025,4,2026-01-28T00:00:00,BMO,38390760000.0,0.196977,12,0.3477,0.4872,0.3856,2026-01-29,33.26,0.0,-0.021648,-0.012327,-0.006013,0.024955
TFII.TO,2025,4,2026-02-18T00:00:00,BMO,13098387390.0,0.075976,12,2.1212,3.3983,2.2355,2026-02-19,160.59,-0.015817,-0.001619,0.000311,0.011395,0.017187
TEVA.TA,2025,4,2026-01-28T00:00:00,BMO,114339960000.0,0.196977,12,0.3477,0.4872,0.3856,2026-01-29,10150.0,0.000985,0.007882,0.003941,0.007882,-0.004926
TEVA.TA,2026,1,2026-04-29T00:00:00,BMO,118836800000.0,0.143354,12,-1.0655,-2.5319,-1.5955,2026-04-30,10490.0,-0.00286,-0.006673,-0.004766,0.015253,-0.019066
TEX,2025,4,2026-02-11T00:00:00,BMO,4531647930.0,0.195615,12,1.0162,0.2539,0.2335,2026-02-12,69.32,-0.004616,-0.011396,-0.022649,-0.053231,-0.00202
TEX,2026,1,2026-05-01T00:00:00,BMO,4058671938.0,0.187323,12,0.6159,-1.1149,-0.6591,2026-05-04,61.34,-0.020541,-0.026084,-0.041572,-0.037822,-0.006847
TGS,2025,4,2026-03-02T00:00:00,BMO,4474316280.0,0.074258,9,-0.3666,-1.1096,-0.6953,2026-03-03,29.36,-0.007493,-0.020436,-0.002725,-0.019755,-0.009877
TGSU2.BA,2025,4,2026-03-02T00:00:00,BMO,6421051330000.0,0.074258,9,-0.3666,-1.1096,-0.6953,2026-03-03,8705.0,-0.000574,-0.000574,-0.001149,0.001723,-0.035612
TFC,2025,4,2026-01-21T00:00:00,BMO,62456372560.0,0.149723,12,0.0948,-1.6263,-1.0047,2026-01-22,50.12,0.005786,0.005986,0.013966,0.003192,-0.011173
TFC,2026,1,2026-04-17T00:00:00,BMO,63143117960.0,0.195318,12,2.4705,2.194,1.4945,2026-04-20,50.33,0.00914,0.012319,0.013113,0.010928,0.014703
TGONF,2025,4,2026-03-06T00:00:00,BMO,1283160000.0,0.079377,12,-0.9341,-1.1784,-0.7382,2026-03-09,14.5,0.0,0.0,0.0,0.0,-0.010345
TGSGY,2025,4,2026-02-12T00:00:00,BMO,2257413091.0,0.130558,12,-0.281,0.5632,0.4118,2026-02-13,11.71,-0.000128,0.00427,0.017079,0.011956,-0.005124
TGLS,2025,4,2026-02-26T00:00:00,BMO,2053550803.0,0.21937,12,-0.0127,-0.4092,-0.1892,2026-02-27,45.55,-0.046103,-0.041493,-0.018661,0.00022,-0.008342
TH,2025,4,2026-03-11T00:00:00,BMO,907371564.0,0.157773,12,-0.6943,-1.1848,-0.7149,2026-03-12,9.34,0.010707,0.008565,0.014989,0.038544,-0.004283
TGB,2025,4,2026-02-19T00:00:00,BMO,2787001880.0,0.170899,12,1.3112,0.4363,0.3434,2026-02-20,7.61,0.034166,0.007884,0.013141,0.047306,0.039422
TGB,2026,1,2026-05-07T00:00:00,BMO,2634389000.0,0.203502,12,1.9128,0.7978,0.5898,2026-05-08,7.46,0.005362,-0.006702,-0.005362,0.004021,0.014745
TFX,2026,1,2026-05-07T00:00:00,BMO,5827761760.0,0.124826,12,-1.2853,-0.7048,-0.4144,2026-05-08,134.33,-0.019281,-0.019504,-0.009901,-0.008859,-0.03417
THLLY,2025,4,2026-03-03T00:00:00,BMO,59944399410.0,0.190496,12,1.717,1.3826,0.9654,2026-03-04,57.92,0.003712,0.012258,0.006328,0.006215,-0.054903
THNPY,2025,4,2026-02-26T00:00:00,BMO,7764340719.0,0.184527,12,-0.6606,-0.872,-0.5022,2026-02-27,43.7,0.0,-0.001831,-0.004577,-0.013043,-0.052632
TGTX,2025,4,2026-02-26T00:00:00,BMO,4417506549.0,0.207902,12,1.4482,-0.3604,-0.1615,2026-02-27,30.66,0.003588,0.001305,0.003914,-0.018917,-0.04077
TGTX,2026,1,2026-05-06T00:00:00,BMO,6062120358.0,0.217358,12,1.6325,0.0586,0.1141,2026-05-07,42.08,0.02424,0.042538,0.025428,0.022576,0.019011
THULE.ST,2025,4,2026-02-10T00:00:00,BMO,26691280000.0,0.129198,8,0.7611,0.5059,0.374,2026-02-11,243.8,-0.006563,-0.012305,-0.027892,-0.010664,-0.054963
THUPY,2025,4,2026-02-10T00:00:00,BMO,2574264000.0,0.129198,8,0.7611,0.5059,0.374,2026-02-11,13.1,0.0,0.0,0.0,0.0,-0.023664
TGT,2025,4,2026-03-03T00:00:00,BMO,54722400000.0,0.311816,12,1.5382,2.6855,1.8547,2026-03-04,124.05,-0.009915,-0.010883,-0.016767,-0.032245,-0.029907
THG,2025,4,2026-02-04T00:00:00,BMO,6214985000.0,0.222394,12,0.1541,-1.8958,-1.1544,2026-02-05,174.69,0.032114,0.028393,0.033545,0.019349,0.007327
THG,2026,1,2026-04-30T00:00:00,BMO,6662995000.0,0.209886,12,-0.3795,-1.6141,-0.9757,2026-05-01,189.2,-0.002537,-0.003277,-0.003541,-0.011998,-0.031131
TIGR,2025,3,2025-12-04T00:00:00,BMO,1600386843.0,0.250259,12,1.2104,-1.3154,-0.7674,2025-12-05,9.18,0.005447,0.002179,-0.01634,0.006536,0.014161
TIGR,2025,4,2026-03-19T00:00:00,BMO,1215575581.0,0.229148,12,0.5854,-2.0157,-1.23,2026-03-20,6.71,-0.011923,-0.017884,-0.020864,-0.020864,0.017884
THC,2026,1,2026-04-30T00:00:00,BMO,15374193120.0,0.121392,12,-1.768,-0.7068,-0.417,2026-05-01,179.11,0.04366,0.042488,0.025292,0.02317,0.034839
THR,2026,3,2026-02-05T00:00:00,BMO,1597656430.0,0.252508,12,0.5859,0.2924,0.2784,2026-02-06,49.9,0.011022,0.007415,0.026453,0.012224,0.015631
TIAIY,2025,4,2026-02-25T00:00:00,BMO,18709520887.0,0.136562,12,0.4821,-0.8396,-0.498,2026-03-06,7.93,0.0,0.0,0.0,0.0,0.008827
TIMB,2025,4,2026-02-11T00:00:00,BMO,12951357896.0,0.197077,12,1.0124,0.033,0.0905,2026-02-12,27.04,0.002589,0.002959,-0.001849,0.002959,-0.033284
TIMS3.SA,2025,4,2026-02-11T00:00:00,BMO,67703942300.0,0.197077,12,1.0124,0.033,0.0905,2026-02-12,28.03,0.0,-0.009633,-0.006778,0.009276,-0.03639
THRM,2025,4,2026-02-19T00:00:00,BMO,955487270.0,0.266008,12,2.1165,5.6532,3.7677,2026-02-20,31.11,0.011797,0.047091,0.048537,0.097718,0.045323
THRM,2026,1,2026-04-23T00:00:00,BMO,903608370.0,0.228623,12,0.7464,-0.2152,-0.0599,2026-04-24,29.95,-0.013022,0.009683,-0.005676,0.018364,-0.002337
TIH.TO,2025,4,2026-02-11T00:00:00,BMO,15921173414.0,0.149182,12,-0.9446,1.3055,0.9008,2026-02-12,196.97,0.009037,0.007362,0.005635,0.001777,0.040209
TIGO,2026,1,2026-05-12T00:00:00,BMO,13401822630.0,0.137814,12,-0.6669,0.1253,0.1297,2026-05-13,80.16,-0.005614,0.001372,0.014471,0.022455,0.018089
TIIAY,2026,1,2026-05-09T00:00:00,BMO,17610084570.0,0.169584,12,2.1168,1.0615,0.7493,2026-05-11,8.23,0.0,0.0,0.0,0.014581,0.009721
TIT.MI,2025,4,2026-02-25T00:00:00,BMO,13960032984.0,0.136562,12,0.4821,-0.8396,-0.498,2026-02-26,0.653,-0.001225,-0.013783,-0.009801,-0.026646,-0.034609
TIT.MI,2026,1,2026-05-09T00:00:00,BMO,14806933427.0,0.169584,12,2.1168,1.0615,0.7493,2026-05-11,0.6978,-0.006306,-0.004872,-0.004586,0.004013,0.00086
TKA.DE,2025,4,2025-12-09T00:00:00,BMO,5540532494.0,0.117248,12,0.3201,1.6474,1.1119,2025-12-10,8.85,0.00339,0.010169,0.00226,-0.00565,0.010169
TKA.DE,2026,1,2026-02-12T00:00:00,BMO,6710892167.0,0.075203,12,-0.9213,-0.8264,-0.5109,2026-02-13,10.92,-0.010989,-0.032967,-0.035714,-0.049451,-0.00641
TKO,2025,4,2026-02-25T00:00:00,BMO,16022612710.0,0.186094,9,1.7227,0.91,0.6567,2026-02-26,212.93,-0.012539,0.002301,0.033297,0.051097,0.05213
TKO,2026,1,2026-05-06T00:00:00,BMO,14728184175.0,0.176286,10,0.8899,-0.6422,-0.3557,2026-05-07,191.44,-0.026745,-0.020842,0.005328,-0.020633,-0.02476
TKAMY,2026,1,2026-02-12T00:00:00,BMO,7931054380.0,0.075203,12,-0.9213,-0.8264,-0.5109,2026-02-13,12.8,-0.051562,-0.032813,-0.024219,-0.023594,-0.005508
TILE,2025,4,2026-02-24T00:00:00,BMO,1862875920.0,0.232325,12,1.32,0.3303,0.296,2026-02-25,31.79,-0.014785,-0.013809,0.011324,-0.000315,-0.004404
TK,2025,4,2026-02-19T00:00:00,BMO,1064812140.0,0.132982,12,-0.3027,-0.5251,-0.2948,2026-02-20,12.13,-0.002473,-0.017312,-0.042045,-0.008244,-0.006595
TK,2026,1,2026-05-14T00:00:00,BMO,1143546620.0,0.119359,12,-0.7359,-0.4444,-0.2471,2026-05-15,13.11,0.006102,0.009153,0.005339,0.006102,0.028223
TLN,2025,4,2026-02-26T00:00:00,BMO,17790960600.0,0.120692,12,-0.3071,1.072,0.739,2026-02-27,385.94,-0.025108,-0.030963,-0.035057,-0.037571,-0.08421
TLN,2026,1,2026-05-05T00:00:00,BMO,17556058800.0,0.111313,12,-0.7884,0.0661,0.0819,2026-05-06,399.0,-0.015313,-0.016266,0.003885,0.027594,-0.021805
TLX,2025,4,2026-02-20T00:00:00,BMO,2605202820.0,0.154521,7,-1.0054,-1.1822,-0.7143,2026-02-23,6.86,0.008192,0.016035,0.010204,0.011662,-0.043732
TJX,2026,4,2026-02-25T00:00:00,BMO,174518400000.0,0.216933,12,0.7321,0.5689,0.4457,2026-02-26,158.19,0.002213,0.002149,0.002213,0.003161,0.021556
TLEVISACPO.MX,2025,4,2026-02-27T00:00:00,BMO,54511864440.0,0.136488,12,-1.314,-0.1207,-0.0307,2026-03-02,9.67,-0.009307,0.007239,0.028956,0.01758,0.009307
TLX.AX,2025,4,2026-02-20T00:00:00,BMO,3533454540.0,0.154521,7,-1.0054,-1.1822,-0.7143,2026-02-23,10.85,-0.006452,-0.02765,-0.089401,-0.112442,-0.164977
TLRY,2026,2,2026-01-08T00:00:00,BMO,1028729451.0,0.160173,12,0.5199,0.6658,0.4889,2026-01-09,10.06,-0.081511,-0.073559,-0.073559,-0.087475,-0.075547
TLRY,2026,3,2026-04-01T00:00:00,BMO,691829006.0,0.161326,12,0.4659,0.4046,0.3194,2026-04-02,6.07,-0.026359,0.0,0.054366,0.079077,0.097199
TKO.TO,2025,4,2026-02-19T00:00:00,BMO,3685976560.0,0.170899,12,1.3112,0.4363,0.3434,2026-02-20,10.58,0.019849,-0.007561,-0.000945,0.031191,0.023629
TMC,2026,1,2026-05-14T00:00:00,BMO,1837906535.0,0.22343,12,3.7658,2.3826,1.6269,2026-05-15,5.64,-0.010638,-0.008865,-0.008865,-0.04078,-0.083333
TLTZY,2025,4,2026-01-28T00:00:00,BMO,12349155822.0,0.148234,12,1.4101,2.6758,1.7911,2026-01-29,9.06,0.0,0.0,0.007726,0.007726,0.013521
TLTZY,2026,1,2026-04-22T00:00:00,BMO,14263968747.0,0.110572,12,-0.0097,0.0319,0.0594,2026-04-23,10.21,-0.000979,-0.001959,0.001959,-0.006856,-0.003918
TLSNY,2025,4,2026-01-29T00:00:00,BMO,17674829955.0,0.137867,12,-0.3904,-0.8991,-0.5362,2026-01-30,9.16,-0.001092,-0.001638,-0.005459,-0.007642,0.004367
TKR,2025,4,2026-02-04T00:00:00,BMO,6888003747.0,0.114655,12,0.5709,0.9917,0.6848,2026-02-05,99.29,0.028502,0.007654,0.024474,0.028603,0.068285
TKR,2026,1,2026-05-06T00:00:00,BMO,8329064032.0,0.156663,12,2.1302,1.8633,1.266,2026-05-07,119.68,-0.012533,-0.018299,-0.01504,-0.027991,-0.014539
TMDX,2025,4,2026-02-25T00:00:00,BMO,4533557692.0,0.202293,12,1.1634,0.6511,0.494,2026-02-26,132.28,-0.025703,-0.011793,0.007862,0.017917,0.098428
TMDX,2026,1,2026-05-05T00:00:00,BMO,3264092770.0,0.336797,12,4.0567,4.8853,3.2933,2026-05-06,75.01,0.009865,-0.004799,-0.031329,-0.02653,-0.02853
TME,2025,4,2026-03-17T00:00:00,BMO,17517419275.0,0.28051,12,-0.1121,-0.8801,-0.4739,2026-03-18,11.35,-0.040529,-0.062555,-0.071366,-0.093392,-0.093392
TMICY,2025,4,2026-02-21T00:00:00,BMO,4844844160.0,0.090039,12,-0.685,-0.5793,-0.345,2026-02-23,36.2,0.001381,0.001381,-0.00884,-0.022376,-0.109669
TMRAY,2025,4,2026-02-13T00:00:00,BMO,3876000000.0,0.120376,12,-0.8097,-0.3113,-0.1602,2026-02-17,12.43,0.0,-0.004023,-0.004827,0.000402,0.021722
TMV.DE,2025,4,2026-02-10T00:00:00,BMO,868021980.0,0.21041,12,0.9929,1.7996,1.2434,2026-02-11,5.53,0.01085,0.018083,0.007233,0.003617,-0.023508
TMSNY,2025,4,2026-02-24T00:00:00,BMO,5749502355.0,0.189615,12,1.2197,0.4102,0.333,2026-02-25,90.97,-0.002308,0.009893,0.023194,0.0299,0.007915
TMSNY,2026,1,2026-04-21T00:00:00,BMO,6649377607.0,0.175136,12,0.8324,-0.8756,-0.5079,2026-04-22,101.95,0.005297,0.005395,0.007749,0.006866,-0.080824
TMVWY,2025,4,2026-02-10T00:00:00,BMO,1009888000.0,0.21041,12,0.9929,1.7996,1.2434,2026-02-12,3.09,0.0,0.0,-0.006472,-0.006472,0.006634
TMHC,2025,4,2026-02-11T00:00:00,BMO,6309368100.0,0.143098,12,-0.0541,1.2349,0.8528,2026-02-12,65.24,0.021459,0.011803,0.011189,0.003219,0.056407
TMHC,2026,1,2026-04-22T00:00:00,BMO,6242145000.0,0.114866,12,-1.3134,-0.3391,-0.1802,2026-04-23,65.57,-0.018911,-0.015708,-0.026232,-0.019216,-0.035535
TNGRF,2025,4,2026-03-23T00:00:00,BMO,1217128185.0,0.138846,8,0.5147,0.5229,0.3885,2026-03-24,9.75,0.0,0.0,0.021538,0.020513,-0.030513
TMOAY,2026,1,2026-04-16T00:00:00,BMO,658356364.0,0.102657,12,-0.2913,-0.7236,-0.4344,2026-04-17,2.49,0.036145,0.036145,0.036145,0.036145,0.104418
TNDM,2025,4,2026-02-20T00:00:00,BMO,1680514290.0,0.179591,12,0.0899,-3.4434,-2.1754,2026-02-23,25.56,0.061424,0.049687,0.071596,0.106025,0.052034
TNDM,2026,1,2026-05-07T00:00:00,BMO,1263292590.0,0.160182,12,-0.6302,-1.9556,-1.2151,2026-05-08,20.01,-0.14043,-0.188406,-0.1994,-0.226887,-0.262369
TMO,2025,4,2026-01-29T00:00:00,BMO,220283520000.0,0.268491,12,1.7876,-0.1154,0.019,2026-01-30,585.0,-0.008957,-0.007453,-0.006,-0.011402,-0.005761
TMO,2026,1,2026-04-23T00:00:00,BMO,173612400000.0,0.205396,12,0.2505,-1.6788,-1.0193,2026-04-24,469.15,-0.004135,0.005606,0.000277,0.00098,-0.002409
TNET,2026,1,2026-04-30T00:00:00,BMO,2151660000.0,0.160659,12,-0.2886,0.1631,0.1622,2026-05-01,46.0,-0.039348,-0.046522,-0.030217,-0.033913,-0.066522
TOELY,2026,4,2026-05-04T00:00:00,BMO,142834278400.0,0.208195,5,1.1278,1.6042,1.1156,2026-05-05,157.316,0.002123,0.000661,0.006001,0.013946,0.053103
TMUS,2025,4,2026-02-11T00:00:00,BMO,230530459960.0,0.189061,12,0.1351,-1.3304,-0.7986,2026-02-12,213.01,0.020891,0.016196,0.02906,0.007746,0.030656
TMUS,2026,1,2026-04-28T00:00:00,BMO,205424489280.0,0.133676,12,-0.9908,-1.418,-0.8749,2026-04-29,193.77,0.009547,0.019869,0.016463,0.022759,0.008412
TOBII.ST,2026,1,2026-05-06T00:00:00,BMO,567291211.0,0.15456,11,-0.229,0.285,0.2394,2026-05-07,2.54,-0.031496,0.023622,0.023622,0.027559,0.015748
TNC,2025,4,2026-02-24T00:00:00,BMO,1106540199.0,0.08265,12,-2.7538,-1.5014,-0.947,2026-02-25,63.1,-0.000951,0.003962,0.00729,-0.006181,-0.012044
TNC,2026,1,2026-05-05T00:00:00,BMO,1450863482.0,0.191091,12,0.3773,3.2038,2.1494,2026-05-06,83.41,0.010191,0.013548,0.028893,0.045798,0.042921
TOI,2025,4,2026-03-13T00:00:00,BMO,2881369825.0,0.197097,12,0.5005,0.2102,0.2056,2026-03-16,2.89,0.110727,0.083045,0.093426,0.179931,0.242215
